id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,favorable_value,unfavorable_value,name,slug,polling_start_date,polling_end_date
142024,poll,Harvard-Harris,9/12 - 9/14,2103 RV,0.0,https://harvardharrispoll.com/topline-september-2/,Unfavorable,4.0,42,46,Kamala Harris Favorability,harris_favorability,2023-09-12,2023-09-14
141949,poll,Economist/YouGov,9/10 - 9/12,1334 RV,0.0,https://docs.cdn.yougov.com/xttgobsv8q/econTabReport.pdf,Unfavorable,18.0,39,57,Kamala Harris Favorability,harris_favorability,2023-09-10,2023-09-12
142051,poll,FOX News,9/9 - 9/12,1012 RV,3.0,https://www.foxnews.com/media/biden-aides-terrified-trumps-prospects-polls-show-tight-potential-race-report,Unfavorable,22.0,38,60,Kamala Harris Favorability,harris_favorability,2023-09-09,2023-09-12
141979,poll,Quinnipiac,9/7 - 9/11,1725 RV,2.4,https://poll.qu.edu/images/polling/us/us09132023_regvoter_uscj98.pdf,Unfavorable,16.0,36,52,Kamala Harris Favorability,harris_favorability,2023-09-07,2023-09-11
141893,poll,Economist/YouGov,9/2 - 9/5,1329 RV,0.0,https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,Unfavorable,18.0,39,57,Kamala Harris Favorability,harris_favorability,2023-09-02,2023-09-05
141829,poll,Economist/YouGov,8/26 - 8/29,1303 RV,3.1,https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2023-08-26,2023-08-29
141871,poll,Wall Street Journal,8/24 - 8/30,1500 RV,0.0,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,Unfavorable,25.0,33,58,Kamala Harris Favorability,harris_favorability,2023-08-24,2023-08-30
141762,poll,Economist/YouGov,8/19 - 8/22,1309 RV,0.0,https://docs.cdn.yougov.com/qaelwix52p/econTabReport.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2023-08-19,2023-08-22
141657,poll,Economist/YouGov,8/12 - 8/15,1321 RV,3.1,https://docs.cdn.yougov.com/18ox1hne2s/econTabReport.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2023-08-12,2023-08-15
141701,poll,FOX News,8/11 - 8/14,1002 RV,3.0,https://www.foxnews.com/official-polls/fox-news-poll-ramaswamy-rising-desantis-loses-ground-gop-primary,Unfavorable,17.0,39,56,Kamala Harris Favorability,harris_favorability,2023-08-11,2023-08-14
141601,poll,Economist/YouGov,8/5 - 8/8,1178 RV,3.1,https://docs.cdn.yougov.com/gr0zwln1rr/econTabReport.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2023-08-05,2023-08-08
141541,poll,Economist/YouGov,7/29 - 8/1,1324 RV,3.0,https://docs.cdn.yougov.com/nrdcezwpcn/econTabReport.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2023-07-29,2023-08-01
141473,poll,Economist/YouGov,7/22 - 7/25,1306 RV,3.0,https://docs.cdn.yougov.com/pvpz4fi6ym/econTabReport.pdf,Unfavorable,16.0,40,56,Kamala Harris Favorability,harris_favorability,2023-07-22,2023-07-25
141433,poll,Harvard-Harris,7/19 - 7/20,2068 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/07/HHP_July2023_KeyResults.pdf,Unfavorable,10.0,39,49,Kamala Harris Favorability,harris_favorability,2023-07-19,2023-07-20
141342,poll,Economist/YouGov,7/15 - 7/18,1315 RV,3.0,https://docs.cdn.yougov.com/ay6e0ph68l/econTabReport.pdf,Unfavorable,19.0,38,57,Kamala Harris Favorability,harris_favorability,2023-07-15,2023-07-18
141517,poll,Marquette,7/7 - 7/12,788 RV,0.0,https://law.marquette.edu/poll/wp-content/uploads/2023/07/MLSPSC15ToplinesRV.html,Unfavorable,25.0,33,58,Kamala Harris Favorability,harris_favorability,2023-07-07,2023-07-12
141618,poll,Gallup,7/3 - 7/27,1015 A,0.0,https://news.gallup.com/poll/509387/newsmakers-prince-william-popular-putin-least.aspx,Unfavorable,15.0,38,53,Kamala Harris Favorability,harris_favorability,2023-07-03,2023-07-27
141279,poll,Economist/YouGov,7/1 - 7/5,1350 RV,0.0,https://docs.cdn.yougov.com/kpnwbn3sup/econTabReport.pdf,Unfavorable,16.0,39,55,Kamala Harris Favorability,harris_favorability,2023-07-01,2023-07-05
141227,poll,Economist/YouGov,6/24 - 6/27,1315 RV,3.2,https://docs.cdn.yougov.com/01qmicwezl/econTabReport.pdf,Unfavorable,18.0,39,57,Kamala Harris Favorability,harris_favorability,2023-06-24,2023-06-27
143597,poll,Harvard-Harris,1/17 - 1/18,3492 RV,0.0,https://harvardharrispoll.com/,Unfavorable,7.0,43,50,Kamala Harris Favorability,harris_favorability,2024-01-17,2024-01-18
141235,poll,The Messenger/HarrisX,6/19 - 6/23,2875 RV,0.0,https://themessenger.com/politics/poll-trump-biden-remain-deadlocked-exclusive,Unfavorable,13.0,38,51,Kamala Harris Favorability,harris_favorability,2023-06-19,2023-06-23
141162,poll,Economist/YouGov,6/17 - 6/20,1342 RV,3.0,https://docs.cdn.yougov.com/1ts4uenkci/econTabReport.pdf,Unfavorable,9.0,43,52,Kamala Harris Favorability,harris_favorability,2023-06-17,2023-06-20
141195,poll,NBC News,6/16 - 6/20,1000 RV,3.1,https://www.documentcloud.org/documents/23858265-230169-nbc-june-2023-poll_625-first-release,Unfavorable,17.0,32,49,Kamala Harris Favorability,harris_favorability,2023-06-16,2023-06-20
141119,poll,Harvard-Harris,6/14 - 6/15,2090 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/06/HHP_June2023_KeyResults.pdf,Unfavorable,10.0,39,49,Kamala Harris Favorability,harris_favorability,2023-06-14,2023-06-15
141062,poll,Economist/YouGov,6/10 - 6/13,1303 RV,2.9,https://docs.cdn.yougov.com/rj3bg6ve06/econTabReport.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2023-06-10,2023-06-13
141011,poll,Economist/YouGov,6/3 - 6/6,1315 RV,3.0,https://docs.cdn.yougov.com/r0o0a2nef6/econTabReport.pdf,Unfavorable,14.0,41,55,Kamala Harris Favorability,harris_favorability,2023-06-03,2023-06-06
140964,poll,Economist/YouGov,5/27 - 5/31,1313 RV,3.0,https://docs.cdn.yougov.com/m7mcfid4y8/econTabReport.pdf,Unfavorable,9.0,43,52,Kamala Harris Favorability,harris_favorability,2023-05-27,2023-05-31
140895,poll,Economist/YouGov,5/20 - 5/23,1318 RV,0.0,https://docs.cdn.yougov.com/ifywkae5dt/econTabReport.pdf,Unfavorable,4.0,46,50,Kamala Harris Favorability,harris_favorability,2023-05-20,2023-05-23
140860,poll,Harvard-Harris,5/17 - 5/18,2004 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/05/HHP_May2023_KeyResults.pdf,Unfavorable,7.0,41,48,Kamala Harris Favorability,harris_favorability,2023-05-17,2023-05-18
140822,poll,Economist/YouGov,5/13 - 5/16,1302 RV,3.0,https://docs.cdn.yougov.com/1el6dff3an/econTabReport.pdf,Unfavorable,8.0,43,51,Kamala Harris Favorability,harris_favorability,2023-05-13,2023-05-16
140926,poll,Marquette,5/8 - 5/18,833 RV,4.1,https://law.marquette.edu/poll/wp-content/uploads/2023/05/MLSPSC14ToplinesRV.html#B1:_Biden_approval,Unfavorable,26.0,32,58,Kamala Harris Favorability,harris_favorability,2023-05-08,2023-05-18
140771,poll,Economist/YouGov,5/6 - 5/9,1324 RV,2.9,https://docs.cdn.yougov.com/nujlm70ly6/econTabReport.pdf,Unfavorable,5.0,45,50,Kamala Harris Favorability,harris_favorability,2023-05-06,2023-05-09
140732,poll,Economist/YouGov,4/29 - 5/2,1357 RV,3.0,https://docs.cdn.yougov.com/qsy7ekuxik/econTabReport.pdf,Unfavorable,6.0,45,51,Kamala Harris Favorability,harris_favorability,2023-04-29,2023-05-02
140676,poll,Economist/YouGov,4/22 - 4/25,1295 RV,3.0,https://docs.cdn.yougov.com/wo8h43uvsg/econTabReport.pdf,Unfavorable,8.0,44,52,Kamala Harris Favorability,harris_favorability,2023-04-22,2023-04-25
140696,poll,FOX News,4/21 - 4/24,1004 RV,3.0,https://www.foxnews.com/official-polls/fox-news-poll-trump-still-top-2024-republican-preference-desantis-slipping,Unfavorable,16.0,41,57,Kamala Harris Favorability,harris_favorability,2023-04-21,2023-04-24
140629,poll,Harvard-Harris,4/18 - 4/19,1845 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/04/HHP_April2023_KeyResults.pdf,Unfavorable,14.0,38,52,Kamala Harris Favorability,harris_favorability,2023-04-18,2023-04-19
140546,poll,Economist/YouGov,4/15 - 4/18,1316 RV,3.0,https://docs.cdn.yougov.com/6jir2a8rbh/econTabReport.pdf,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2023-04-15,2023-04-18
140648,poll,Wall Street Journal,4/11 - 4/17,1500 RV,2.5,https://s.wsj.net/public/resources/documents/WSJ_Poll_April_2023_redacted.pdf,Unfavorable,23.0,35,58,Kamala Harris Favorability,harris_favorability,2023-04-11,2023-04-17
140451,poll,Economist/YouGov,4/8 - 4/11,1322 RV,2.9,https://docs.cdn.yougov.com/bwbgbyvmsw/econTabReport.pdf,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2023-04-08,2023-04-11
140416,poll,Economist/YouGov,4/1 - 4/4,1319 RV,3.0,https://docs.cdn.yougov.com/rk7vgq4qfq/econTabReport.pdf,Unfavorable,11.0,42,53,Kamala Harris Favorability,harris_favorability,2023-04-01,2023-04-04
140329,poll,Economist/YouGov,3/26 - 3/28,1310 RV,0.0,https://docs.cdn.yougov.com/nr7yjreihl/econTabReport.pdf,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2023-03-26,2023-03-28
140301,poll,Harvard-Harris,3/22 - 3/23,2905 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/03/HHP_March_2023_KeyResults.pdf,Unfavorable,9.0,40,49,Kamala Harris Favorability,harris_favorability,2023-03-22,2023-03-23
140262,poll,Economist/YouGov,3/19 - 3/21,1341 RV,0.0,https://docs.cdn.yougov.com/ni3jnt30r2/econTabReport.pdf,Unfavorable,13.0,42,55,Kamala Harris Favorability,harris_favorability,2023-03-19,2023-03-21
140375,poll,Marquette,3/12 - 3/22,863 RV,4.0,https://law.marquette.edu/poll/wp-content/uploads/2023/03/MLSPSC13ToplinesRV.html,Unfavorable,21.0,33,54,Kamala Harris Favorability,harris_favorability,2023-03-12,2023-03-22
140247,poll,Grinnell/Selzer,3/14 - 3/19,788 LV,0.0,https://www.dropbox.com/scl/fo/1slhyh8ipqvb8a1s9dnsz/h/Grinnell%20College%20National%20Poll%20Crosstabs%203.22.23.pdf?dl=0&amp;rlkey=ggavckb5xjrmnq5lbddvdcaeu,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2023-03-14,2023-03-19
140201,poll,Economist/YouGov,3/11 - 3/14,1307 RV,3.0,https://docs.cdn.yougov.com/kqdsel6n6j/econTabReport.pdf,Unfavorable,11.0,42,53,Kamala Harris Favorability,harris_favorability,2023-03-11,2023-03-14
140149,poll,Economist/YouGov,3/4 - 3/7,1306 RV,0.0,https://docs.cdn.yougov.com/sa25s832p5/econTabReport.pdf,Unfavorable,17.0,39,56,Kamala Harris Favorability,harris_favorability,2023-03-04,2023-03-07
140110,poll,Economist/YouGov,2/25 - 2/28,1302 RV,3.0,https://docs.cdn.yougov.com/ctq2ajcu3n/econTabReport.pdf,Unfavorable,9.0,43,52,Kamala Harris Favorability,harris_favorability,2023-02-25,2023-02-28
140049,poll,Economist/YouGov,2/20 - 2/21,1315 RV,0.0,https://docs.cdn.yougov.com/lt3qbl33wm/econTabReport.pdf,Unfavorable,11.0,43,54,Kamala Harris Favorability,harris_favorability,2023-02-20,2023-02-21
140027,poll,Harvard-Harris,2/15 - 2/16,1838 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2023/02/HHP_Feb2023_KeyResults.pdf,Unfavorable,7.0,41,48,Kamala Harris Favorability,harris_favorability,2023-02-15,2023-02-16
139982,poll,Economist/YouGov,2/11 - 2/14,1319 RV,0.0,https://docs.cdn.yougov.com/o5fgyskici/econTabReport.pdf,Unfavorable,12.0,42,54,Kamala Harris Favorability,harris_favorability,2023-02-11,2023-02-14
139931,poll,Economist/YouGov,2/4 - 2/7,1294 RV,0.0,https://docs.cdn.yougov.com/gg0t2njevs/econTabReport.pdf,Unfavorable,16.0,40,56,Kamala Harris Favorability,harris_favorability,2023-02-04,2023-02-07
139892,poll,Economist/YouGov,1/29 - 1/31,1319 RV,3.0,https://docs.cdn.yougov.com/sqkyqhgbfz/econTabReport.pdf,Unfavorable,13.0,41,54,Kamala Harris Favorability,harris_favorability,2023-01-29,2023-01-31
139778,poll,Economist/YouGov,1/21 - 1/24,1330 RV,0.0,https://docs.cdn.yougov.com/b0nx6h2f1n/econTabReport.pdf,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2023-01-21,2023-01-24
139860,poll,NBC News,1/20 - 1/24,1000 A,0.0,https://www.documentcloud.org/documents/23589424-230032-nbc-january-2023-poll-v2-129-release,Unfavorable,11.0,35,46,Kamala Harris Favorability,harris_favorability,2023-01-20,2023-01-24
139737,poll,Harvard-Harris,1/18 - 1/19,2050 RV,0.0,https://harvardharrispoll.com/key-results-january-3/,Unfavorable,14.0,38,52,Kamala Harris Favorability,harris_favorability,2023-01-18,2023-01-19
139700,poll,Economist/YouGov,1/14 - 1/17,1314 RV,3.0,https://docs.cdn.yougov.com/52ob991rpr/econTabReport.pdf,Unfavorable,8.0,44,52,Kamala Harris Favorability,harris_favorability,2023-01-14,2023-01-17
140386,poll,Marquette,1/9 - 1/20,790 RV,4.0,https://law.marquette.edu/poll/wp-content/uploads/2023/01/MLSPSC12ToplinesRV.html,Unfavorable,21.0,35,56,Kamala Harris Favorability,harris_favorability,2023-01-09,2023-01-20
139671,poll,Economist/YouGov,1/8 - 1/10,1356 RV,0.0,https://docs.cdn.yougov.com/6ig3yyjvb9/econTabReport.pdf,Unfavorable,7.0,44,51,Kamala Harris Favorability,harris_favorability,2023-01-08,2023-01-10
139630,poll,Economist/YouGov,12/31 - 1/3,1301 RV,0.0,https://docs.cdn.yougov.com/0g9mwkpaky/econTabReport.pdf,Unfavorable,7.0,44,51,Kamala Harris Favorability,harris_favorability,2022-12-31,2023-01-03
141495,poll,Gallup,7/3 - 7/27,1015 A,0.0,https://news.gallup.com/poll/509186/biden-averages-job-approval-tenth-quarter.aspx,Unfavorable,15.0,38,53,Kamala Harris Favorability,harris_favorability,2023-07-03,2023-07-27
139646,poll,Politico/Morning Consult,12/21 - 12/24,2000 RV,0.0,https://assets.morningconsult.com/wp-uploads/2023/01/04163848/2212167_crosstabs_POLITICO_RVs_v1_12-21-22_HDLM.pdf,Unfavorable,15.0,39,54,Kamala Harris Favorability,harris_favorability,2022-12-21,2022-12-24
139524,poll,Economist/YouGov,12/17 - 12/20,1321 RV,0.0,https://docs.cdn.yougov.com/by8wjw1hur/econTabReport.pdf,Unfavorable,10.0,43,53,Kamala Harris Favorability,harris_favorability,2022-12-17,2022-12-20
139522,poll,Politico/Morning Consult,12/16 - 12/19,2001 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/12/20110619/2212146_crosstabs_POLITICO_RVs_v1_12-21-22_SH.pdf,Unfavorable,12.0,40,52,Kamala Harris Favorability,harris_favorability,2022-12-16,2022-12-19
139493,poll,Harvard-Harris,12/14 - 12/15,1851 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2022/12/HHP_Dec2022_KeyResults.pdf,Unfavorable,11.0,39,50,Kamala Harris Favorability,harris_favorability,2022-12-14,2022-12-15
139433,poll,Economist/YouGov,12/10 - 12/13,1338 RV,0.0,https://docs.cdn.yougov.com/urts2xadfd/econTabReport.pdf,Unfavorable,11.0,41,52,Kamala Harris Favorability,harris_favorability,2022-12-10,2022-12-13
139477,poll,FOX News,12/9 - 12/12,1005 RV,0.0,https://static.foxnews.com/foxnews.com/content/uploads/2022/12/Fox_December-9-12-2022_National_Topline_December-15-Release.pdf,Unfavorable,16.0,37,53,Kamala Harris Favorability,harris_favorability,2022-12-09,2022-12-12
139425,poll,Politico/Morning Consult,12/9 - 12/12,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/12/13144539/2212088_crosstabs_POLITICO_RVs_v2_12-14-22_SH.pdf,Unfavorable,10.0,40,50,Kamala Harris Favorability,harris_favorability,2022-12-09,2022-12-12
139337,poll,USA Today/Suffolk,12/7 - 12/11,1000 RV,3.1,https://www.usatoday.com/story/news/politics/2022/12/13/trump-support-gop-2024-presidential-race-poll/10882346002/,Unfavorable,16.0,36,52,Kamala Harris Favorability,harris_favorability,2022-12-07,2022-12-11
139406,poll,Wall Street Journal,12/3 - 12/7,1500 RV,2.5,https://s.wsj.net/public/resources/documents/Revised-II-WSJ-Poll-Dec-2022.pdf,Unfavorable,20.0,35,55,Kamala Harris Favorability,harris_favorability,2022-12-03,2022-12-07
139299,poll,Economist/YouGov,12/3 - 12/6,1332 RV,0.0,https://docs.cdn.yougov.com/bp8fjk5g14/econTabReport.pdf,Unfavorable,15.0,40,55,Kamala Harris Favorability,harris_favorability,2022-12-03,2022-12-06
139445,poll,CNN,12/1 - 12/7, RV,0.0,https://s3.documentcloud.org/documents/23460217/cnn-poll-americans-have-little-appetite-for-biden-trump-rematch-in-2024.pdf,Unfavorable,20.0,32,52,Kamala Harris Favorability,harris_favorability,2022-12-01,2022-12-07
139265,poll,Economist/YouGov,11/26 - 11/29,1319 RV,0.0,https://docs.cdn.yougov.com/3jonl2kylh/econTabReport.pdf,Unfavorable,15.0,40,55,Kamala Harris Favorability,harris_favorability,2022-11-26,2022-11-29
139241,poll,Economist/YouGov,11/19 - 11/22,1296 RV,0.0,https://docs.cdn.yougov.com/h45mt3xoby/econTabReport.pdf,Unfavorable,7.0,44,51,Kamala Harris Favorability,harris_favorability,2022-11-19,2022-11-22
139227,poll,Politico/Morning Consult,11/18 - 11/20,2018 RV,0.0,https://www.politico.com/f/?id=00000184-a2ea-d1d1-ad8d-affbe2e40000,Unfavorable,12.0,40,52,Kamala Harris Favorability,harris_favorability,2022-11-18,2022-11-20
139210,poll,Quinnipiac,11/16 - 11/20,1402 RV,2.6,https://poll.qu.edu/images/polling/us/us11222022_regvoter_unor38.pdf,Unfavorable,20.0,30,50,Kamala Harris Favorability,harris_favorability,2022-11-16,2022-11-20
139180,poll,Harvard-Harris,11/16 - 11/17,2212 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2022/11/HHP_Nov2022_KeyResults.pdf,Unfavorable,11.0,39,50,Kamala Harris Favorability,harris_favorability,2022-11-16,2022-11-17
139141,poll,Economist/YouGov,11/13 - 11/15,1287 RV,0.0,https://docs.cdn.yougov.com/gebmjsbpbw/econTabReport.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2022-11-13,2022-11-15
139160,poll,Politico/Morning Consult,11/10 - 11/14,1983 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/11/16123024/2211089_crosstabs_POLITICO_RVs_v2_111622_SH.pdf,Unfavorable,12.0,41,53,Kamala Harris Favorability,harris_favorability,2022-11-10,2022-11-14
139077,poll,Economist/YouGov,11/3 - 11/6,1066 LV,0.0,https://docs.cdn.yougov.com/pyh97ixj6q/econTabReport.pdf,Unfavorable,17.0,40,57,Kamala Harris Favorability,harris_favorability,2022-11-03,2022-11-06
138825,poll,Economist/YouGov,10/29 - 11/1,1097 LV,0.0,https://docs.cdn.yougov.com/2a0eir3enp/econTabReport.pdf,Unfavorable,15.0,40,55,Kamala Harris Favorability,harris_favorability,2022-10-29,2022-11-01
138803,poll,Politico/Morning Consult,10/28 - 10/31,2005 RV,2.0,https://www.politico.com/f/?id=00000184-3674-ddd7-afd7-3ef41c9e0000,Unfavorable,14.0,39,53,Kamala Harris Favorability,harris_favorability,2022-10-28,2022-10-31
138577,poll,Economist/YouGov,10/22 - 10/25,1111 LV,0.0,https://docs.cdn.yougov.com/sp4h6s0adp/econTabReport.pdf,Unfavorable,12.0,43,55,Kamala Harris Favorability,harris_favorability,2022-10-22,2022-10-25
138564,poll,Politico/Morning Consult,10/21 - 10/23,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/10/25151347/2210148_crosstabs_POLITICO_RVs_v2_10-26-22_SH.pdf,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2022-10-21,2022-10-23
138613,poll,USA Today/Suffolk,10/19 - 10/24,1000 LV,3.1,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/10_27_2022_embargoed_marginals.pdf?la=en&amp;hash=634F381113190A43CDE59FAACC5DECDD8206FDF3,Unfavorable,21.0,34,55,Kamala Harris Favorability,harris_favorability,2022-10-19,2022-10-24
138407,poll,Economist/YouGov,10/16 - 10/18,1105 LV,0.0,https://docs.cdn.yougov.com/3vmufv6ya9/econTabReport.pdf,Unfavorable,15.0,41,56,Kamala Harris Favorability,harris_favorability,2022-10-16,2022-10-18
138395,poll,Politico/Morning Consult,10/14 - 10/16,2005 RV,2.0,https://www.politico.com/f/?id=00000183-ee9a-d578-a59f-febf3a950000,Unfavorable,12.0,41,53,Kamala Harris Favorability,harris_favorability,2022-10-14,2022-10-16
138305,poll,Harvard-Harris,10/12 - 10/13,2010 RV,0.0,https://harvardharrispoll.com/key-results-october-3/,Unfavorable,10.0,40,50,Kamala Harris Favorability,harris_favorability,2022-10-12,2022-10-13
138218,poll,Economist/YouGov,10/8 - 10/11,1025 LV,0.0,https://docs.cdn.yougov.com/szo0yco18u/econTabReport.pdf,Unfavorable,14.0,42,56,Kamala Harris Favorability,harris_favorability,2022-10-08,2022-10-11
138238,poll,Politico/Morning Consult,10/7 - 10/9,2006 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/10/11125824/2210060_crosstabs_POLITICO_RVs_v1_10-12-22_SH-1.pdf,Unfavorable,15.0,39,54,Kamala Harris Favorability,harris_favorability,2022-10-07,2022-10-09
138278,poll,Federalist/Susquehanna,10/4 - 10/11,800 LV,3.4,https://www.scribd.com/document/600349201/Toplines-Federalist-Susquehanna-October-2022,Unfavorable,19.0,33,52,Kamala Harris Favorability,harris_favorability,2022-10-04,2022-10-11
138109,poll,Economist/YouGov,10/1 - 10/3,1039 LV,0.0,https://docs.cdn.yougov.com/avydu33kqm/econTabReport.pdf,Unfavorable,8.0,45,53,Kamala Harris Favorability,harris_favorability,2022-10-01,2022-10-03
138100,poll,Politico/Morning Consult,9/30 - 10/2,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/10/04162256/2209231_crosstabs_POLITICO_RVs_v1_10-05-22_SH.pdf,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2022-09-30,2022-10-02
137963,poll,Economist/YouGov,9/24 - 9/27,1051 LV,0.0,https://docs.cdn.yougov.com/r8e9fgqwcm/econTabReport.pdf,Unfavorable,14.0,42,56,Kamala Harris Favorability,harris_favorability,2022-09-24,2022-09-27
137951,poll,Politico/Morning Consult,9/23 - 9/25,2005 RV,2.0,https://www.politico.com/f/?id=00000183-8173-d513-a19b-9bf741950000,Unfavorable,16.0,38,54,Kamala Harris Favorability,harris_favorability,2022-09-23,2022-09-25
137795,poll,Economist/YouGov,9/17 - 9/20,1318 RV,0.0,https://docs.cdn.yougov.com/xeu4apb94g/econTabReport.pdf,Unfavorable,8.0,44,52,Kamala Harris Favorability,harris_favorability,2022-09-17,2022-09-20
137810,poll,Politico/Morning Consult,9/16 - 9/18,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/09/20132545/2209125_crosstabs_POLITICO_RVs_v1_09-21-22_SH.pdf,Unfavorable,9.0,42,51,Kamala Harris Favorability,harris_favorability,2022-09-16,2022-09-18
137634,poll,Economist/YouGov,9/10 - 9/13,1307 RV,0.0,https://docs.cdn.yougov.com/vu1wawsnwb/econTabReport.pdf,Unfavorable,14.0,40,54,Kamala Harris Favorability,harris_favorability,2022-09-10,2022-09-13
137665,poll,Politico/Morning Consult,9/9 - 9/11,2006 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/09/13132410/2209050_crosstabs_POLITICO_RVs_v1_09-14-22_SH.pdf,Unfavorable,13.0,40,53,Kamala Harris Favorability,harris_favorability,2022-09-09,2022-09-11
137601,poll,Harvard-Harris,9/7 - 9/8,1885 RV,0.0,https://harvardharrispoll.com/key-results-september/,Unfavorable,13.0,37,50,Kamala Harris Favorability,harris_favorability,2022-09-07,2022-09-08
137541,poll,Economist/YouGov,9/3 - 9/6,1337 RV ,0.0,https://docs.cdn.yougov.com/t1ravwgbet/econTabReport.pdf,Unfavorable,11.0,41,52,Kamala Harris Favorability,harris_favorability,2022-09-03,2022-09-06
137476,poll,Economist/YouGov,8/28 - 8/30,1342 RV ,0.0,https://docs.cdn.yougov.com/kqp1ntoj7v/econTabReport.pdf,Unfavorable,13.0,40,53,Kamala Harris Favorability,harris_favorability,2022-08-28,2022-08-30
137463,poll,Politico/Morning Consult,8/26 - 8/28,2007 RV ,0.0,https://assets.morningconsult.com/wp-uploads/2022/08/31061407/2208180_crosstabs_POLITICO_RVs_v1_08-31-22_SH.pdf,Unfavorable,13.0,41,54,Kamala Harris Favorability,harris_favorability,2022-08-26,2022-08-28
137376,poll,Economist/YouGov,8/21 - 8/23,1318 RV,0.0,https://docs.cdn.yougov.com/lin7y95jz5/econTabReport.pdf,Unfavorable,17.0,38,55,Kamala Harris Favorability,harris_favorability,2022-08-21,2022-08-23
137466,poll,USA Today/Ipsos,8/18 - 8/22,2345 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-08/USA%20Today%20Partisan%20Poll%20Topline%20082522.pdf,Unfavorable,9.0,40,49,Kamala Harris Favorability,harris_favorability,2022-08-18,2022-08-22
137365,poll,Politico/Morning Consult,8/19 - 8/21,2005 RV,0.0,https://www.politico.com/f/?id=00000182-cce7-d7cf-a983-cfe7b6b10000,Unfavorable,11.0,41,52,Kamala Harris Favorability,harris_favorability,2022-08-19,2022-08-21
137214,poll,Economist/YouGov,8/13 - 8/16,1315 RV,0.0,https://docs.cdn.yougov.com/jf179lebaq/econTabReport%20%282%29.pdf,Unfavorable,12.0,42,54,Kamala Harris Favorability,harris_favorability,2022-08-13,2022-08-16
137331,poll,NBC News,8/12 - 8/16,1000 RV ,0.0,https://www.documentcloud.org/documents/22156173-220455-nbc-news-august-poll-82122-release,Unfavorable,18.0,32,50,Kamala Harris Favorability,harris_favorability,2022-08-12,2022-08-16
137203,poll,Politico/Morning Consult,8/12 - 8/14,2005 RV ,0.0,https://www.politico.com/f/?id=00000182-ab39-dfbb-a7c7-ebf948f10002,Unfavorable,13.0,41,54,Kamala Harris Favorability,harris_favorability,2022-08-12,2022-08-14
137101,poll,Economist/YouGov,8/7 - 8/9,1331 RV,0.0,https://docs.cdn.yougov.com/33oc20o9t6/econTabReport.pdf,Unfavorable,18.0,39,57,Kamala Harris Favorability,harris_favorability,2022-08-07,2022-08-09
137041,poll,Politico/Morning Consult,8/5 - 8/7,2005 RV ,0.0,https://assets.morningconsult.com/wp-uploads/2022/08/09170742/2208040_crosstabs_POLITICO_RVs_v1_8-10-22HD.pdf,Unfavorable,17.0,38,55,Kamala Harris Favorability,harris_favorability,2022-08-05,2022-08-07
