id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,right_direction_value,wrong_track_value,name,slug,polling_start_date,polling_end_date
135803,poll,Rasmussen Reports,5/15 - 5/19,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may23,Wrong Track,-45.0,24,69,Direction of Country,country_direction,2022-05-15,2022-05-19
135750,poll,Economist/YouGov,5/15 - 5/17,1342 RV,0.0,https://docs.cdn.yougov.com/8ew54v1ohy/econTabReport.pdf,Wrong Track,-46.0,22,68,Direction of Country,country_direction,2022-05-15,2022-05-17
135735,poll,Politico/Morning Consult,5/13 - 5/16,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/05/17122458/2205081_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-05-13,2022-05-16
135718,poll,Rasmussen Reports,5/8 - 5/12,2500 LV,2.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may16,Wrong Track,-40.0,26,66,Direction of Country,country_direction,2022-05-08,2022-05-12
135669,poll,Reuters/Ipsos,5/9 - 5/10,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-05/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%209%20thru%2010%20May%202022.pdf,Wrong Track,-36.0,26,62,Direction of Country,country_direction,2022-05-09,2022-05-10
135654,poll,Economist/YouGov,5/8 - 5/10,1361 RV,0.0,https://docs.cdn.yougov.com/o1zu29c4cp/econTabReport.pdf,Wrong Track,-44.0,23,67,Direction of Country,country_direction,2022-05-08,2022-05-10
135705,poll,NBC News,5/5 - 5/10,1000 A,0.0,https://www.documentcloud.org/documents/22014966-nbc-news-may-poll,Wrong Track,-59.0,16,75,Direction of Country,country_direction,2022-05-05,2022-05-10
135641,poll,Politico/Morning Consult,5/6 - 5/9,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/05/10135251/2205036_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-40.0,30,70,Direction of Country,country_direction,2022-05-06,2022-05-09
135687,poll,Monmouth,5/5 - 5/9,751 RV,0.0,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_051222/ ,Wrong Track,-63.0,17,80,Direction of Country,country_direction,2022-05-05,2022-05-09
135631,poll,Rasmussen Reports,5/1 - 5/5,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may09,Wrong Track,-39.0,28,67,Direction of Country,country_direction,2022-05-01,2022-05-05
135566,poll,Economist/YouGov,4/30 - 5/3,1340 RV,0.0,https://docs.cdn.yougov.com/vbhhojqsfe/econTabReport.pdf,Wrong Track,-35.0,27,62,Direction of Country,country_direction,2022-04-30,2022-05-03
135579,poll,Politico/Morning Consult,4/29 - 5/2,2000 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/05/03132947/2204195_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-04-29,2022-05-02
135540,poll,Rasmussen Reports,4/24 - 4/28,2500 LV,2.5,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_may02,Wrong Track,-36.0,29,65,Direction of Country,country_direction,2022-04-24,2022-04-28
135468,poll,Economist/YouGov,4/26 - 4/27,1336 RV,0.0,https://docs.cdn.yougov.com/fj2j7o3ojc/econTabReport.pdf,Wrong Track,-35.0,27,62,Direction of Country,country_direction,2022-04-26,2022-04-27
135458,poll,Reuters/Ipsos,4/25 - 4/26,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-04/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2025%20thru%2026%20Apr%202022.pdf,Wrong Track,-36.0,25,61,Direction of Country,country_direction,2022-04-25,2022-04-26
135448,poll,Politico/Morning Consult,4/22 - 4/25,2004 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/04/26144616/2204148_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-04-22,2022-04-25
135410,poll,Harvard-Harris,4/20 - 4/21,1966 RV,0.0,https://harvardharrispoll.com/key-results-april/,Wrong Track,-24.0,34,58,Direction of Country,country_direction,2022-04-20,2022-04-21
135441,poll,Rasmussen Reports,4/17 - 4/21,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr25,Wrong Track,-32.0,31,63,Direction of Country,country_direction,2022-04-17,2022-04-21
135374,poll,Economist/YouGov,4/16 - 4/19,1260 RV,0.0,https://docs.cdn.yougov.com/9itq17lrr3/econTabReport.pdf,Wrong Track,-31.0,30,61,Direction of Country,country_direction,2022-04-16,2022-04-19
135357,poll,Politico/Morning Consult,4/15 - 4/17,2005 RV,0.0,https://www.politico.com/f/?id=00000180-4018-dd01-afaa-e538e2d30000,Wrong Track,-32.0,34,66,Direction of Country,country_direction,2022-04-15,2022-04-17
135351,poll,Rasmussen Reports,4/10 - 4/14,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr18,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2022-04-10,2022-04-14
135313,poll,Reuters/Ipsos,4/11 - 4/12,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-04/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2011%20thru%2012%20Apr%202022.pdf,Wrong Track,-36.0,25,61,Direction of Country,country_direction,2022-04-11,2022-04-12
135325,poll,Economist/YouGov,4/9 - 4/12,1303 RV,0.0,https://docs.cdn.yougov.com/v29gmo3oqg/econTabReport%20%282%29.pdf,Wrong Track,-32.0,28,60,Direction of Country,country_direction,2022-04-09,2022-04-12
135310,poll,Politico/Morning Consult,4/8 - 4/11,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/04/12125341/2204052_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-38.0,31,69,Direction of Country,country_direction,2022-04-08,2022-04-11
135286,poll,Rasmussen Reports,4/3 - 4/7,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr11,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2022-04-03,2022-04-07
135244,poll,Economist/YouGov,4/2 - 4/5,1287 RV,0.0,https://docs.cdn.yougov.com/sjgq52uivh/econTabReport.pdf,Wrong Track,-31.0,29,60,Direction of Country,country_direction,2022-04-02,2022-04-05
135227,poll,Politico/Morning Consult,4/1 - 4/4,2003 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/04/04134413/2204008_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-04-01,2022-04-04
135223,poll,Rasmussen Reports,3/27 - 3/31,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_apr04,Wrong Track,-35.0,30,65,Direction of Country,country_direction,2022-03-27,2022-03-31
135192,poll,Reuters/Ipsos,3/28 - 3/29,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-03/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2028%20thru%2029%20Mar%202022.pdf,Wrong Track,-36.0,25,61,Direction of Country,country_direction,2022-03-28,2022-03-29
135165,poll,Economist/YouGov,3/26 - 3/29,1313 RV,0.0,https://docs.cdn.yougov.com/3ixnq9227y/econTabReport.pdf,Wrong Track,-33.0,28,61,Direction of Country,country_direction,2022-03-26,2022-03-29
135154,poll,Politico/Morning Consult,3/25 - 3/27,2006 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/03/29162021/2203186_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-40.0,30,70,Direction of Country,country_direction,2022-03-25,2022-03-27
135137,poll,Harvard-Harris,3/23 - 3/24,1990 RV,0.0,https://thehill.com/homenews/campaign/600146-poll-trump-leads-biden-harris-in-2024-matchups,Wrong Track,-24.0,34,58,Direction of Country,country_direction,2022-03-23,2022-03-24
135130,poll,Rasmussen Reports,3/20 - 3/24,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_mar28,Wrong Track,-31.0,32,63,Direction of Country,country_direction,2022-03-20,2022-03-24
135094,poll,Economist/YouGov,3/19 - 3/22,1270 RV,0.0,https://docs.cdn.yougov.com/l8ynsbxwgl/econTabReport.pdf,Wrong Track,-33.0,28,61,Direction of Country,country_direction,2022-03-19,2022-03-22
135120,poll,NBC News,3/18 - 3/22,790 RV,0.0,https://www.documentcloud.org/documents/21554083-nbc-news-march-poll,Wrong Track,-49.0,22,71,Direction of Country,country_direction,2022-03-18,2022-03-22
135073,poll,Politico/Morning Consult,3/18 - 3/21,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/03/21121154/2203138_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-03-18,2022-03-21
135060,poll,Rasmussen Reports,3/13 - 3/17,2500 LV,0.0,https://www.rasmussenreports.com/public_content/business/general_business/inflation_most_voters_blame_biden_s_policies,Wrong Track,-36.0,29,65,Direction of Country,country_direction,2022-03-13,2022-03-17
135051,poll,Reuters/Ipsos,3/14 - 3/15,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-03/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2014%20thru%2015%20Mar%202022.pdf,Wrong Track,-34.0,27,61,Direction of Country,country_direction,2022-03-14,2022-03-15
135016,poll,Economist/YouGov,3/12 - 3/15,1292 RV,0.0,https://docs.cdn.yougov.com/bbui2643wn/econTabReport.pdf,Wrong Track,-36.0,26,62,Direction of Country,country_direction,2022-03-12,2022-03-15
135009,poll,Politico/Morning Consult,3/11 - 3/14,2005 RV,0.0,https://www.politico.com/f/?id=0000017f-9039-d4fc-a1ff-bebff8c90004,Wrong Track,-38.0,31,69,Direction of Country,country_direction,2022-03-11,2022-03-14
135055,poll,Monmouth,3/10 - 3/14,746 RV,0.0,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_031722/,Wrong Track,-49.0,24,73,Direction of Country,country_direction,2022-03-10,2022-03-14
134999,poll,Rasmussen Reports,3/6 - 3/10,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_mar14,Wrong Track,-36.0,29,65,Direction of Country,country_direction,2022-03-06,2022-03-10
134979,poll,Economist/YouGov,3/5 - 3/8,1227 RV,0.0,https://docs.cdn.yougov.com/qtaw15lnp8/econTabReport.pdf,Wrong Track,-27.0,31,58,Direction of Country,country_direction,2022-03-05,2022-03-08
134950,poll,Politico/Morning Consult,3/4 - 3/6,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/03/08161506/2203034_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-24.0,38,62,Direction of Country,country_direction,2022-03-04,2022-03-06
134986,poll,Wall Street Journal,3/2 - 3/7,1500 RV,0.0,https://s.wsj.net/public/resources/documents/WSJPOLL032022.pdf,Wrong Track,-37.0,26,63,Direction of Country,country_direction,2022-03-02,2022-03-07
134935,poll,Rasmussen Reports,2/27 - 3/3,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_mar07,Wrong Track,-30.0,32,62,Direction of Country,country_direction,2022-02-27,2022-03-03
134920,poll,Reuters/Ipsos,2/28 - 3/1,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-03/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2028%20Feb%20thru%201%20Mar%202022.pdf,Wrong Track,-36.0,25,61,Direction of Country,country_direction,2022-02-28,2022-03-01
134892,poll,Economist/YouGov,2/26 - 3/1,1205 RV,0.0,https://docs.cdn.yougov.com/aa58ig9d3b/econTabReport.pdf,Wrong Track,-31.0,29,60,Direction of Country,country_direction,2022-02-26,2022-03-01
134863,poll,Politico/Morning Consult,2/25 - 2/27,2004 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/02/28114405/2202168_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-34.0,33,67,Direction of Country,country_direction,2022-02-25,2022-02-27
134831,poll,Harvard-Harris,2/23 - 2/24,2026 RV,0.0,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/a7e91458-499d-d0b4-70c5-192fa4bba67f/HHP_Feb_2022_Final_Deck_002_.pdf,Wrong Track,-33.0,29,62,Direction of Country,country_direction,2022-02-23,2022-02-24
134859,poll,Rasmussen Reports,2/20 - 2/24,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_feb28,Wrong Track,-33.0,31,64,Direction of Country,country_direction,2022-02-20,2022-02-24
134779,poll,Economist/YouGov,2/19 - 2/22,1290 RV,0.0,https://docs.cdn.yougov.com/4bmkoc0k8o/econTabReport.pdf,Wrong Track,-28.0,30,58,Direction of Country,country_direction,2022-02-19,2022-02-22
134798,poll,Politico/Morning Consult,2/19 - 2/21,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/02/22150612/2202139_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-26.0,37,63,Direction of Country,country_direction,2022-02-19,2022-02-21
134827,poll,NPR/PBS/Marist,2/15 - 2/21,1079 RV,0.0,https://maristpoll.marist.edu/wp-content/uploads/2022/02/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202202221451-1.pdf,Wrong Track,-35.0,31,66,Direction of Country,country_direction,2022-02-15,2022-02-21
134856,poll,USA Today/Suffolk,2/16 - 2/20,1000 RV,0.0,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/02_28_2022_complete_marginals.pdf?la=en&amp;hash=6644AE77129EC0F4D711EB83D90CBC0E683DA658,Wrong Track,-43.0,22,65,Direction of Country,country_direction,2022-02-16,2022-02-20
134763,poll,Rasmussen Reports,2/13 - 2/17,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_feb21,Wrong Track,-37.0,29,66,Direction of Country,country_direction,2022-02-13,2022-02-17
134755,poll,Reuters/Ipsos,2/14 - 2/15,1005 A,0.0,https://www.ipsos.com/en-us/news-polls/ipsos-core-political-survey-presidential-approval-tracker-02162022,Wrong Track,-31.0,27,58,Direction of Country,country_direction,2022-02-14,2022-02-15
134730,poll,Economist/YouGov,2/12 - 2/15,1231 RV,0.0,https://docs.cdn.yougov.com/mfe5ie0pbd/econTabReport.pdf,Wrong Track,-33.0,28,61,Direction of Country,country_direction,2022-02-12,2022-02-15
134719,poll,Politico/Morning Consult,2/12 - 2/13,2005 RV,0.0,https://www.politico.com/f/?id=0000017f-0229-df48-a77f-42a928d30000,Wrong Track,-32.0,34,66,Direction of Country,country_direction,2022-02-12,2022-02-13
134715,poll,Rasmussen Reports,2/6 - 2/10,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_feb14,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2022-02-06,2022-02-10
134663,poll,Economist/YouGov,2/5 - 2/8,1255 RV,0.0,https://docs.cdn.yougov.com/npwlx2cq4r/econTabReport.pdf,Wrong Track,-32.0,28,60,Direction of Country,country_direction,2022-02-05,2022-02-08
134672,poll,Politico/Morning Consult,2/5 - 2/6,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/02/08222920/2202029_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-34.0,33,67,Direction of Country,country_direction,2022-02-05,2022-02-06
134635,poll,Reuters/Ipsos,2/2 - 2/3,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-02/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%202%20thru%203%20February%202022.pdf,Wrong Track,-39.0,24,63,Direction of Country,country_direction,2022-02-02,2022-02-03
134655,poll,Rasmussen Reports,1/30 - 2/3,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_feb07,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2022-01-30,2022-02-03
134609,poll,Economist/YouGov,1/29 - 2/1,1273 RV,0.0,https://docs.cdn.yougov.com/9uqg6clnvr/econTabReport.pdf,Wrong Track,-31.0,29,60,Direction of Country,country_direction,2022-01-29,2022-02-01
134604,poll,Politico/Morning Consult,1/28 - 1/30,2005 RV,0.0,https://www.politico.com/f/?id=0000017e-b883-d713-a1ff-fbab0b900000,Wrong Track,-30.0,35,65,Direction of Country,country_direction,2022-01-28,2022-01-30
134590,poll,Rasmussen Reports,1/23 - 1/27,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_jan31,Wrong Track,-37.0,29,66,Direction of Country,country_direction,2022-01-23,2022-01-27
134536,poll,Economist/YouGov,1/22 - 1/25,1249 RV,0.0,https://docs.cdn.yougov.com/w6rek2s6zg/econTabReport.pdf,Wrong Track,-40.0,25,65,Direction of Country,country_direction,2022-01-22,2022-01-25
134540,poll,Politico/Morning Consult,1/22 - 1/23,2005 RV,0.0,https://www.politico.com/f/?id=0000017e-92cd-db3e-a17e-d2ff8b5d0000,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-01-22,2022-01-23
134543,poll,Monmouth,1/20 - 1/24,735 RV,0.0,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_012622/,Wrong Track,-48.0,23,71,Direction of Country,country_direction,2022-01-20,2022-01-24
134476,poll,Reuters/Ipsos,1/19 - 1/20,1004 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-01/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2019%20thru%2020%20January%202022.pdf,Wrong Track,-39.0,23,62,Direction of Country,country_direction,2022-01-19,2022-01-20
134520,poll,Harvard-Harris,1/19 - 1/20,1815 RV,0.0,https://harvardharrispoll.com/wp-content/uploads/2022/01/January-2022_HHP_Topline.pdf,Wrong Track,-26.0,33,59,Direction of Country,country_direction,2022-01-19,2022-01-20
134508,poll,Rasmussen Reports,1/16 - 1/20,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_jan24,Wrong Track,-39.0,28,67,Direction of Country,country_direction,2022-01-16,2022-01-20
134452,poll,Economist/YouGov,1/15 - 1/18,1162 RV,0.0,https://docs.cdn.yougov.com/0runc17e13/econTabReport.pdf,Wrong Track,-41.0,24,65,Direction of Country,country_direction,2022-01-15,2022-01-18
134500,poll,NBC News,1/14 - 1/18,1000 A,0.0,https://www.documentcloud.org/documents/21184709-220027-nbc-news-january-poll,Wrong Track,-50.0,22,72,Direction of Country,country_direction,2022-01-14,2022-01-18
134442,poll,Politico/Morning Consult,1/15 - 1/16,2005 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/01/18165343/2201075_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-36.0,32,68,Direction of Country,country_direction,2022-01-15,2022-01-16
134432,poll,Rasmussen Reports,1/9 - 1/13,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_jan10,Wrong Track,-42.0,26,68,Direction of Country,country_direction,2022-01-09,2022-01-13
134407,poll,Economist/YouGov,1/8 - 1/11,1258 RV,0.0,https://docs.cdn.yougov.com/vkklxli0e8/econTabReport.pdf,Wrong Track,-30.0,30,60,Direction of Country,country_direction,2022-01-08,2022-01-11
134392,poll,Politico/Morning Consult,1/8 - 1/9,2000 RV,0.0,https://assets.morningconsult.com/wp-uploads/2022/01/11193212/2201029_crosstabs_POLITICO_RVs_v1_SH.pdf,Wrong Track,-32.0,34,66,Direction of Country,country_direction,2022-01-08,2022-01-09
134376,poll,Reuters/Ipsos,1/5 - 1/6,1000 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-01/2022%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%205%20thru%206%20January%202022_0.pdf,Wrong Track,-34.0,26,60,Direction of Country,country_direction,2022-01-05,2022-01-06
134385,poll,Rasmussen Reports,1/2 - 1/6,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_jan10,Wrong Track,-35.0,30,65,Direction of Country,country_direction,2022-01-02,2022-01-06
134360,poll,Economist/YouGov,1/2 - 1/4,1201 RV,0.0,https://docs.cdn.yougov.com/g43s025yft/econTabReport.pdf,Wrong Track,-33.0,28,61,Direction of Country,country_direction,2022-01-02,2022-01-04
134346,poll,Rasmussen Reports,12/26 - 12/30,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_jan03,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2021-12-26,2021-12-30
134381,poll,USA Today/Suffolk,12/27 - 12/30,1000 RV,0.0,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/01_10_2022_complete_marginals.pdf?la=en&amp;hash=55A0A1B4B1F74BF35FEB0936F2985451875224AF,Wrong Track,-27.0,30,57,Direction of Country,country_direction,2021-12-27,2021-12-30
134336,poll,Rasmussen Reports,12/19 - 12/22,2000 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_dec27,Wrong Track,-40.0,27,67,Direction of Country,country_direction,2021-12-19,2021-12-22
134297,poll,Economist/YouGov,12/19 - 12/21,1315 RV,0.0,https://docs.cdn.yougov.com/wpndi3r0pc/econTabReport.pdf,Wrong Track,-39.0,24,63,Direction of Country,country_direction,2021-12-19,2021-12-21
134283,poll,Politico/Morning Consult,12/18 - 12/20,1998 RV,0.0,https://assets.morningconsult.com/wp-uploads/2021/12/21214204/2112154_crosstabs_POLITICO_RVs_v1_SH-1.pdf,Wrong Track,-26.0,37,63,Direction of Country,country_direction,2021-12-18,2021-12-20
134350,poll,CNBC/Change Research (D),12/17 - 12/20,1895 RV,0.0,https://changeresearch.com/wp-content/uploads/2022/01/CNBC-Change-Research-December-2021-Poll-Toplines.pdf,Wrong Track,-40.0,30,70,Direction of Country,country_direction,2021-12-17,2021-12-20
134248,poll,Rasmussen Reports,12/12 - 12/16,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_dec20,Wrong Track,-34.0,30,64,Direction of Country,country_direction,2021-12-12,2021-12-16
134147,poll,Economist/YouGov,12/12 - 12/14,1267 RV,0.0,https://docs.cdn.yougov.com/pnu6yfcz0j/econTabReport.pdf,Wrong Track,-30.0,29,59,Direction of Country,country_direction,2021-12-12,2021-12-14
134138,poll,Politico/Morning Consult,12/11 - 12/13,1998 RV,0.0,https://www.politico.com/f/?id=0000017d-bc86-d3d7-a37d-be9e2a280000,Wrong Track,-22.0,39,61,Direction of Country,country_direction,2021-12-11,2021-12-13
134117,poll,Rasmussen Reports,12/5 - 12/9,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_dec13,Wrong Track,-33.0,31,64,Direction of Country,country_direction,2021-12-05,2021-12-09
134061,poll,Economist/YouGov,12/4 - 12/7,1265 RV,0.0,https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf,Wrong Track,-36.0,26,62,Direction of Country,country_direction,2021-12-04,2021-12-07
134048,poll,Politico/Morning Consult,12/4 - 12/6,2000 RV,0.0,https://assets.morningconsult.com/wp-uploads/2021/12/08091802/2112027_crosstabs_POLITICO_RVs_v2_SH.pdf,Wrong Track,-18.0,41,59,Direction of Country,country_direction,2021-12-04,2021-12-06
134047,poll,Monmouth,12/2 - 12/6,753 RV,0.0,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_120821/,Wrong Track,-36.0,30,66,Direction of Country,country_direction,2021-12-02,2021-12-06
134078,poll,NPR/PBS/Marist,11/30 - 12/6,1062 RV,0.0,https://maristpoll.marist.edu/wp-content/uploads/2021/12/NPR_Marist-Poll_USA-NOS-and-Tables_202112070936.pdf,Wrong Track,-27.0,34,61,Direction of Country,country_direction,2021-11-30,2021-12-06
134015,poll,Reuters/Ipsos,12/1 - 12/2,1005 A,0.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-12/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2012%2002%202021.pdf,Wrong Track,-36.0,24,60,Direction of Country,country_direction,2021-12-01,2021-12-02
134091,poll,Harvard-Harris,11/30 - 12/2,1989 RV,0.0,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/420beaf6-8cb5-04e6-02db-69814f5573fb/HHP_November_vF_002_.pdf,Wrong Track,-21.0,35,56,Direction of Country,country_direction,2021-11-30,2021-12-02
134023,poll,Rasmussen Reports,11/28 - 12/2,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_dec06,Wrong Track,-31.0,31,62,Direction of Country,country_direction,2021-11-28,2021-12-02
133997,poll,Economist/YouGov,11/27 - 11/30,1272 RV,0.0,https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf,Wrong Track,-33.0,27,60,Direction of Country,country_direction,2021-11-27,2021-11-30
133991,poll,Rasmussen Reports,11/21 - 11/23,1700 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_nov29,Wrong Track,-37.0,29,66,Direction of Country,country_direction,2021-11-21,2021-11-23
133973,poll,Economist/YouGov,11/20 - 11/23,1249 RV,0.0,https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf,Wrong Track,-33.0,27,60,Direction of Country,country_direction,2021-11-20,2021-11-23
134028,poll,Wall Street Journal,11/16 - 11/22,1500 RV,0.0,https://s.wsj.net/public/resources/documents/Baseline%20Nationwide%20Poll%20Nov%202021.pdf,Wrong Track,-36.0,27,63,Direction of Country,country_direction,2021-11-16,2021-11-22
133965,poll,Rasmussen Reports,11/14 - 11/18,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_nov22,Wrong Track,-35.0,30,65,Direction of Country,country_direction,2021-11-14,2021-11-18
133925,poll,Economist/YouGov,11/14 - 11/16,1299 RV,0.0,https://docs.cdn.yougov.com/anoy7rtkl2/econTabReport.pdf,Wrong Track,-34.0,28,62,Direction of Country,country_direction,2021-11-14,2021-11-16
133923,poll,Politico/Morning Consult,11/13 - 11/15,1998 RV,0.0,https://www.politico.com/f/?id=0000017d-2b9c-d8e1-a57d-ebfd75c40000,Wrong Track,-28.0,36,64,Direction of Country,country_direction,2021-11-13,2021-11-15
133907,poll,Rasmussen Reports,11/7 - 11/11,2500 LV,0.0,https://www.rasmussenreports.com/public_content/politics/mood_of_america/right_direction_wrong_track_nov15,Wrong Track,-31.0,33,64,Direction of Country,country_direction,2021-11-07,2021-11-11
133875,poll,Economist/YouGov,11/6 - 11/9,1258 RV,0.0,https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf,Wrong Track,-26.0,31,57,Direction of Country,country_direction,2021-11-06,2021-11-09
133859,poll,Monmouth,11/4 - 11/8,726 RV,0.0,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_111021/,Wrong Track,-29.0,33,62,Direction of Country,country_direction,2021-11-04,2021-11-08
